Price,Close,High,Low,Open,Volume
Ticker,PETR4.SA,PETR4.SA,PETR4.SA,PETR4.SA,PETR4.SA
Date,,,,,
2022-01-03,10.843154907226562,10.891611456920884,10.634417852385495,10.638145388662728,52704700
2022-01-04,10.8841552734375,10.958703853639015,10.776058872356417,10.869245130824359,51739200
2022-01-05,10.462950706481934,10.91024493401594,10.414494175460462,10.880425366243978,78459800
2022-01-06,10.455498695373535,10.679145874564608,10.37722257368179,10.544958135813792,61163100
2022-01-07,10.50395393371582,10.54495611012819,10.369765509787811,10.477861898164186,47507600
2022-01-10,10.440587997436523,10.526319180602043,10.332491601393714,10.433132926477427,37455200
2022-01-11,10.74996566772461,10.835696845587,10.380948209532242,10.474134457892577,73623800
2022-01-12,11.077981948852539,11.148803703064923,10.790968818327078,10.790968818327078,81378200
2022-01-13,11.30162525177002,11.417175971677437,10.995974547589732,11.007157150530892,76717500
2022-01-14,11.722829818725586,11.778741423121355,11.271808026563175,11.286718166911179,96458800
2022-01-17,11.741467475891113,11.857018226586545,11.648281226082453,11.704192833776716,35675900
2022-01-18,11.79365348815918,11.920386865621087,11.543914269155396,11.763833911753718,78198800
2022-01-19,11.737741470336914,12.006117648819021,11.719104502328134,11.890566883064125,77480200
2022-01-20,11.82347297668457,11.927841848805336,11.596098974890966,11.741469319917753,85353100
2022-01-21,11.842109680175781,11.883111149702657,11.752650958997078,11.767560390382837,61345400
2022-01-24,11.909204483032227,12.021027712252677,11.570006548648143,11.812290685928954,79117100
2022-01-25,12.296857833862305,12.386315835106691,11.77128674439169,11.816016455968528,98358500
2022-01-26,12.624876022338867,12.773974629726586,12.412411431052673,12.412411431052673,98679900
2022-01-27,12.628602981567383,12.911888600419767,12.363952909350678,12.766518255093573,90631000
2022-01-28,12.129122734069824,12.803790279210382,12.009844446909858,12.598780812023524,117400500
2022-01-31,12.058300971984863,12.300585806636937,11.953932820151687,12.114213294415164,62450300
2022-02-01,12.30058479309082,12.419863077331684,11.909202834056156,12.05829997840258,57315200
2022-02-02,12.12166976928711,12.483232939879304,12.062030615345988,12.453412651953949,36271700
2022-02-03,11.953930854797363,12.270763504719923,11.786196047947996,12.0582989894713,51087800
2022-02-04,12.162670135498047,12.386316573857128,11.883110665639816,12.080665777875339,59346800
2022-02-07,11.983750343322754,12.218578630838165,11.976295273922553,12.132847465599493,48868100
2022-02-08,11.864474296569824,11.909204013065711,11.652009742862493,11.890566334961289,62590000
2022-02-09,11.909204483032227,12.185035020315368,11.797380542857026,11.83092765381411,50960500
2022-02-10,12.091848373413086,12.263312169453862,11.905476567640003,12.039664296234811,49534600
2022-02-11,12.583871841430664,12.639784165824212,12.162670972794643,12.21485505054357,88013400
2022-02-14,12.30058479309082,12.650964575309692,12.23349058046667,12.62114571520413,55687000
2022-02-15,12.106759071350098,12.181308365842712,11.886839434647124,12.173853294202498,65689000
2022-02-16,12.274495124816895,12.561508995978063,12.214855971193117,12.237221187018127,65811600
2022-02-17,12.226036071777344,12.40868175273814,12.132849819062715,12.244673037938394,43255200
2022-02-18,12.30058479309082,12.334131899402895,12.02848111829702,12.140304332034164,60304700
2022-02-21,12.617420196533203,12.673332526443122,12.300587452135971,12.319224421469405,51263800
2022-02-22,12.576419830322266,12.926799699359538,12.378863967795912,12.755337301016384,80206700
2022-02-23,12.755334854125977,12.896976935893699,12.598781208607196,12.740424712284305,86530100
2022-02-24,12.445954322814941,13.154170334693596,12.181305735330191,12.971524673723891,139674100
2022-02-25,12.673331260681152,12.673331260681152,12.263312288658199,12.468321774669676,86189100
2022-03-02,12.923069953918457,13.154172904275057,12.81870179692483,13.142989586090385,58071800
2022-03-03,12.762789726257324,13.019983270427952,12.732969443038453,12.978981091956685,69237400
2022-03-04,12.759061813354492,12.926797356070951,12.60623641263714,12.70315091372194,55418000
2022-03-07,11.853292465209961,12.896978334880167,11.789925777418606,12.859704398142123,110954100
2022-03-08,12.099303245544434,12.289404005746848,11.745195896163397,11.927840874235562,111633500
2022-03-09,12.136579513549805,12.233492602296344,11.830927970974235,12.151488235111897,87779300
2022-03-10,12.561509132385254,12.896978841945815,12.121669836417531,12.151488702598435,136437700
2022-03-11,12.110486030578613,12.814973873720504,11.95393238659743,12.639783263574968,92153700
2022-03-14,11.87938404083252,12.259583419006248,11.74892314229378,12.088121051921682,52274100
2022-03-15,11.59237003326416,11.756378037864343,11.357540277207471,11.607279464070709,66272000
2022-03-16,11.491731643676758,11.756381039879992,11.320269235367373,11.741470894311417,72034900
2022-03-17,11.186079025268555,11.70419441677456,10.995978964633206,11.648282801518226,178319300
2022-03-18,11.409724235534668,11.4880003412443,11.130165496363746,11.215896672413717,93097100
2022-03-21,11.838380813598633,11.961386630259117,11.420906117413411,11.521547434032344,67700800
2022-03-22,11.786199569702148,11.96511632389628,11.685558228947816,11.924114849146404,56128600
2022-03-23,11.946478843688965,12.10303250769316,11.812291106042878,11.901749834791863,52956100
2022-03-24,12.084391593933105,12.151485804223814,11.80483356931287,11.946476349184097,49402800
2022-03-25,12.03966236114502,12.13284860453145,11.898019584017675,11.9837514682587,51780100
2022-03-28,11.778742790222168,11.957660940391255,11.54764056468756,11.95020586935198,68610500
2022-03-29,12.03966236114502,12.211124707717836,11.898019584017675,11.976296398158677,93809000
2022-03-30,12.296857833862305,12.296857833862305,12.069483162676445,12.114212163298637,69648400
2022-03-31,12.46832275390625,12.513051763733985,12.114214656488514,12.140306697380492,94269500
2022-04-01,12.304311752319336,12.595053817515415,12.267037821301304,12.505594392399084,72545400
2022-04-04,12.188760757446289,12.26331003554718,12.021025237196588,12.26331003554718,56053000
2022-04-05,12.073210716247559,12.322950613785375,12.073210716247559,12.173852040158973,45847200
2022-04-06,12.062031745910645,12.218584006463512,11.942753426848538,12.151489774252362,56947100
2022-04-07,12.68824291229248,12.695697984549742,12.114215145670107,12.166399229561296,118469400
2022-04-08,12.751605987548828,12.82615527122217,12.61741756131868,12.699421915550285,60772700
2022-04-11,12.654694557189941,12.710605460772406,12.591327160171748,12.636057589329122,48125400
2022-04-12,12.617420196533203,12.926799290724754,12.59878322719977,12.822431124929828,68522800
2022-04-13,12.885795593261719,12.97152677966508,12.710604973879946,12.811246302764618,101438800
2022-04-14,12.751328468322754,13.077553377079795,12.706472251700585,12.885896340407726,119382100
